"Points_X","Points_Y"
-0.000186,-0.001383
-0.000101,0.006648
2e-06,0.002847
3.4e-05,0.002213
0.000216,0.003494
0.000271,-0.001805
0.000284,0.000707
0.000303,0.001544
0.000345,0.009149
0.000475,0.00343
0.000478,0.004727
0.000518,-0.002506
0.000559,-0.003092
0.000577,-0.00389
0.00059,-0.005231
0.00067,0.007423
0.000703,0.008334
0.000715,0.005756
0.000747,0.001894
0.000758,0.00015
0.000766,0.000172
0.000963,-0.001277
0.001261,0.00421
0.001413,-0.002738
0.001456,-0.000959
0.001559,0.00657
0.001562,-0.000162
0.001703,0.005449
0.001757,0.002464
0.00187,0.000243
0.002027,0.007284
0.002102,-0.00126
0.002222,0.005286
0.002245,0.000908
0.002511,0.001994
0.002576,-0.00244
0.002681,-0.004459
0.002682,0.00356
0.00276,-4.6e-05
0.00328,-0.002756
0.00332,0.003931
0.003438,0.001371
0.003547,0.001069
0.00358,0.005838
0.003615,0.00038
0.003703,0.00177
0.003994,-0.001405
0.00404,-4.7e-05
0.004115,-0.00378
0.004157,0.004896
0.004331,0.006696
0.004362,-0.002815
0.004904,0.003194
0.004937,-0.001072
0.00498,0.002819
0.005757,0.001305
0.006104,0.000743
