"Points:0","Points:1","Points:2"
-0.008738,0.003508,-0.002121
-0.007607,0.003689,-0.001713
-0.00652,0.003047,-0.002302
-0.006901,0.003378,-0.002257
-0.006103,0.003275,-0.001759
-0.006103,0.003709,-0.001383
-0.005389,0.003894,-0.002313
-0.004965,0.004069,-0.001423
-0.004362,0.003264,-0.001381
-0.00396,0.003532,-0.002255
-0.003488,0.003591,-0.001915
-0.003522,0.004078,-0.001481
-0.004622,0.004215,-0.002284
-0.002656,0.003096,-0.002202
-0.002557,0.003744,-0.001401
-0.002909,0.004126,-0.001879
-0.003065,0.003319,-0.001325
-0.001919,0.003215,-0.001415
-0.002098,0.004013,-0.001373
-0.000739,0.003733,-0.002215
-0.000521,0.004185,-0.001649
-0.000465,0.003337,-0.00148
0.00047,0.003439,-0.001912
0.001492,0.004122,-0.002325
0.002104,0.003486,-0.002057
0.00255,0.003284,-0.001506
0.003733,0.002953,-0.001429
0.003124,0.003077,-0.002259
-0.019583,0.00427,-0.002279
-0.019274,0.005065,-0.002354
-0.018847,0.004685,-0.001933
-0.017554,0.00436,-0.002078
-0.018148,0.004471,-0.002296
-0.017866,0.004601,-0.002285
-0.017646,0.005396,-0.002282
-0.017488,0.004869,-0.001781
-0.017241,0.00458,-0.001481
-0.016214,0.005024,-0.002136
-0.016129,0.004495,-0.002283
-0.015734,0.005094,-0.001616
-0.015719,0.004428,-0.002366
-0.015215,0.005016,-0.002392
-0.015102,0.005408,-0.001716
-0.014925,0.004252,-0.001347
-0.014311,0.004265,-0.002245
-0.01281,0.004472,-0.001495
-0.011859,0.004496,-0.00237
-0.011722,0.005198,-0.001783
-0.011455,0.004896,-0.001832
-0.010635,0.005261,-0.001467
-0.010884,0.004606,-0.001481
-0.009961,0.004807,-0.002551
-0.009258,0.004232,-0.002316
-0.009525,0.004328,-0.002177
-0.009174,0.005009,-0.002247
-0.008914,0.005171,-0.002144
-0.008824,0.004658,-0.001822
-0.008247,0.004245,-0.002148
-0.006669,0.004267,-0.002203
-0.006026,0.004296,-0.001705
-0.006113,0.004804,-0.001514
-0.006766,0.005106,-0.001319
-0.006736,0.004657,-0.001317
-0.005762,0.004882,-0.00213
-0.005769,0.00525,-0.001605
-0.005652,0.005112,-0.002049
-0.005747,0.005478,-0.001978
-0.004875,0.005238,-0.001349
-0.00379,0.00428,-0.001708
-0.004582,0.004764,-0.001798
-0.003553,0.004845,-0.002105
-0.004059,0.004634,-0.001313
-0.003991,0.005397,-0.001345
-0.003292,0.004731,-0.002197
-0.002478,0.004827,-0.001584
-0.001111,0.005476,-0.002055
-0.00091,0.005026,-0.001645
9.6e-05,0.005012,-0.002178
0.003036,0.004458,-0.002213
-0.019766,0.00556,-0.001993
-0.019939,0.006163,-0.001593
-0.0196,0.006601,-0.001804
-0.019233,0.006012,-0.001911
-0.019204,0.006684,-0.001469
-0.019518,0.005937,-0.001451
-0.018767,0.006533,-0.002394
-0.018673,0.005576,-0.002447
-0.017831,0.006478,-0.001895
-0.01769,0.005701,-0.002256
-0.017342,0.006236,-0.001732
-0.017154,0.006594,-0.001757
-0.01632,0.006734,-0.001779
-0.016075,0.006056,-0.002278
-0.015781,0.006546,-0.002168
-0.015217,0.006399,-0.001776
-0.014409,0.006591,-0.002532
-0.014384,0.006249,-0.002555
-0.01421,0.005841,-0.00237
-0.013666,0.00607,-0.002417
-0.013983,0.006149,-0.001316
-0.012785,0.005662,-0.001466
-0.013063,0.006421,-0.002478
-0.013176,0.006505,-0.001404
-0.011602,0.005598,-0.00202
-0.012229,0.005633,-0.002427
-0.01204,0.006598,-0.001813
-0.011124,0.005722,-0.00242
-0.012291,0.005624,-0.00134
-0.010245,0.005845,-0.002348
-0.010666,0.006291,-0.001783
-0.009643,0.005622,-0.002478
-0.008892,0.005515,-0.002231
-0.00968,0.006288,-0.001828
-0.009193,0.006554,-0.002089
-0.008946,0.005917,-0.002324
-0.008607,0.006096,-0.002023
-0.00731,0.005632,-0.002114
-0.008456,0.006617,-0.002101
-0.006379,0.006572,-0.001914
-0.00574,0.005776,-0.001671
-0.005197,0.006378,-0.001926
-0.005035,0.006145,-0.001352
-0.0045,0.005514,-0.00239
-0.004647,0.006288,-0.001322
-0.002685,0.005547,-0.002324
-0.002703,0.006373,-0.001414
-0.002274,0.006215,-0.001327
-0.001801,0.005945,-0.001343
-0.000527,0.005758,-0.001661
