"Points:0","Points:1","Points:2"
-4.64000e-04,-5.53600e-03,-1.14000e-03
5.90000e-04,-5.23100e-03,-1.53000e-03
-2.23090e-02,-4.35400e-03,-1.33600e-03
-2.11060e-02,-3.25600e-03,-1.34400e-03
-1.92470e-02,-3.00600e-03,-1.46100e-03
-1.51170e-02,-3.79700e-03,-1.35400e-03
-1.38540e-02,-4.23500e-03,-1.70600e-03
-1.33800e-02,-3.50700e-03,-1.18400e-03
-1.16850e-02,-4.20100e-03,-1.42000e-03
-8.97000e-03,-3.82100e-03,-1.61900e-03
-7.61600e-03,-3.73400e-03,-1.48500e-03
-6.76900e-03,-3.70100e-03,-1.21600e-03
-4.85700e-03,-3.44700e-03,-1.23500e-03
-5.12800e-03,-4.13500e-03,-8.63000e-04
-3.94300e-03,-4.46300e-03,-1.66200e-03
-2.22400e-03,-3.98600e-03,-9.88000e-04
-1.02500e-03,-3.99000e-03,-1.28600e-03
5.77000e-04,-3.89000e-03,-1.15000e-03
4.11500e-03,-3.78000e-03,-1.64900e-03
-2.30610e-02,-2.87200e-03,-1.47600e-03
-2.32210e-02,-1.89100e-03,-9.84000e-04
-2.05630e-02,-2.67600e-03,-7.37000e-04
-1.78330e-02,-1.89300e-03,-1.36800e-03
-1.67710e-02,-2.10200e-03,-1.54400e-03
-1.52300e-02,-1.88800e-03,-1.30900e-03
-9.15100e-03,-1.63000e-03,-1.20800e-03
-9.59100e-03,-2.52100e-03,-1.22300e-03
-8.36800e-03,-2.43600e-03,-1.59200e-03
-7.47300e-03,-1.94800e-03,-1.40600e-03
-6.20600e-03,-2.30200e-03,-1.21100e-03
-2.47200e-03,-2.12300e-03,-1.45800e-03
-1.00000e-03,-2.93500e-03,-1.56800e-03
-9.47000e-04,-2.37200e-03,-1.61200e-03
1.41300e-03,-2.73800e-03,-1.54600e-03
3.28000e-03,-2.75600e-03,-1.54600e-03
4.36200e-03,-2.81500e-03,-1.52900e-03
-2.21510e-02,-4.08000e-04,-1.13100e-03
-2.18550e-02,3.38000e-04,-4.79000e-04
-2.09560e-02,-1.16600e-03,-5.61000e-04
-1.86670e-02,1.63000e-04,-1.23500e-03
-1.95540e-02,-1.10200e-03,-1.05800e-03
-1.76050e-02,-3.66000e-04,-1.28200e-03
-1.57970e-02,-5.95000e-04,-1.61600e-03
-1.47600e-02,-3.73000e-04,-1.54700e-03
-1.35890e-02,-1.19800e-03,-1.32700e-03
-1.15920e-02,-8.72000e-04,-1.43300e-03
-1.28940e-02,3.38000e-04,-8.14000e-04
-1.11860e-02,5.90000e-05,-1.29500e-03
-1.14400e-02,-1.03100e-03,-9.29000e-04
-9.19400e-03,-3.08000e-04,-1.50000e-03
-8.28300e-03,-8.56000e-04,-1.30300e-03
-7.86000e-03,-6.10000e-05,-9.88000e-04
-7.03300e-03,-2.53000e-04,-1.00900e-03
-6.04600e-03,-5.20000e-05,-1.66400e-03
-4.48500e-03,-7.50000e-05,-8.99000e-04
-2.89600e-03,-4.38000e-04,-1.66300e-03
-5.65000e-04,-7.44000e-04,-1.40300e-03
1.87000e-03,2.43000e-04,-1.47000e-03
2.10200e-03,-1.26000e-03,-1.30200e-03
4.04000e-03,-4.70000e-05,-1.65700e-03
4.93700e-03,-1.07200e-03,-1.39200e-03
-2.31200e-02,1.11400e-03,-5.73000e-04
-2.15740e-02,1.95700e-03,-4.93000e-04
-2.03170e-02,6.28000e-04,-8.90000e-04
-1.91300e-02,1.30300e-03,-8.93000e-04
-1.60800e-02,7.91000e-04,-1.47200e-03
